,Activation,Channels,Loss,Mae,Mse
247,relu,"[0, 1, 4, 5, 6, 8, 9, 12, 13, 14, 16, 17, 19, 20, 23]",22576.755859375,124.28766632080078,22576.755859375
248,relu,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 15, 16, 17, 19, 20]",18983.2890625,108.7830810546875,18983.2890625
249,relu,"[2, 3, 4, 6, 9, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23]",21595.23046875,118.25833129882812,21595.23046875
250,relu,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 19, 21, 23]",21980.6171875,123.91566467285156,21980.6171875
251,relu,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20, 22]",21904.744140625,123.375,21904.744140625
252,relu,"[0, 1, 3, 4, 5, 7, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23]",19138.005859375,112.89899444580078,19138.005859375
253,relu,"[0, 2, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",20388.279296875,116.30634307861328,20388.279296875
254,relu,"[1, 2, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23]",22304.056640625,122.27234649658203,22304.056640625
255,relu,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 13, 14, 15, 18, 19, 20, 22, 23]",22606.26953125,123.82366943359375,22606.26953125
256,relu,"[2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]",21087.505859375,118.4296646118164,21087.505859375
257,relu,"[0, 2, 3, 5, 6, 7, 8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 23]",9932.1826171875,68.60226440429688,9932.1826171875
258,relu,"[0, 1, 2, 3, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23]",19729.203125,113.86566162109375,19729.203125
259,relu,"[0, 1, 2, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23]",19764.599609375,114.0510025024414,19764.599609375
